transaction_id,items_string,basket_size,basket_total
120,"other vegetables,whole milk,rolls/buns,instant food products",4,16.89294349678396
121,"tropical fruit,other vegetables",2,17.1076340813419
122,"baking powder,bottled water,salty snack,chewing gum",4,27.896025115924953
123,"frankfurter,yogurt",2,10.764265251214901
124,"domestic eggs,rolls/buns,specialty bar,napkins",4,13.50133180645355
125,"other vegetables,pet care",2,7.580450781985151
126,"soda,chewing gum",2,20.46169278047259
127,"root vegetables,pastry,bottled water,male cosmetics",4,15.037233891037063
128,"berries,pet care,cake bar,shopping bags",4,39.16540233201341
129,"whole milk,oil,canned fruit,fruit/vegetable juice",4,27.055812482678846
130,"soda,misc. beverages",2,15.362030040115688
131,"bottled water,soda",2,11.327068223030082
132,"tropical fruit,other vegetables,rolls/buns",3,21.555136728096706
133,"citrus fruit,uht-milk,cream cheese,frozen vegetables",4,38.25463458152126
134,"dessert,oil,cat food,soda",4,32.45747794301004
135,"coffee,hygiene articles",2,11.264098944520383
136,"rolls/buns,brown bread,bottled water",3,13.835746420035946
137,"bottled water,misc. beverages,cling film/bags",3,16.01771171871843
138,"herbs,bottled water",2,11.053571217772653
139,"yogurt,rolls/buns",2,11.813098962080637
140,"beef,root vegetables",2,16.5441930499587
141,"whole milk,honey,waffles",3,27.93908598913879
142,"other vegetables,whole milk,cream cheese",3,17.37024798629963
143,"whole milk,rolls/buns,newspapers",3,14.066884466648876
144,"frankfurter,margarine,dental care",3,20.894179829705088
145,"other vegetables,salty snack",2,6.142794278871781
146,"bottled water,shopping bags",2,15.278554793134859
147,"other vegetables,whipped/sour cream,specialty cheese,domestic eggs",4,23.015960086566615
148,"whole milk,cream cheese,soda,fruit/vegetable juice",4,26.15819951904439
149,"pastry,bottled water",2,8.38245545219441
150,"frankfurter,soda",2,12.368089485123736
151,"dessert,candy",2,10.71969144423412
152,"other vegetables,packaged fruit/vegetables,uht-milk,bottled water",4,27.51247939689268
153,"beverages,rolls/buns,soda",3,25.314855622505302
154,"brown bread,soda,salty snack,shopping bags",4,32.35519255759068
155,"whole milk,cream cheese,coffee",3,17.398920131938134
156,"citrus fruit,other vegetables,soda",3,23.464506746145155
157,"other vegetables,shopping bags",2,15.629432608680386
158,"whole milk,dessert,bottled water",3,14.937889994486326
159,"soda,misc. beverages",2,15.362030040115688
160,"whole milk,curd",2,16.098616022952307
161,"white bread,brown bread",2,21.129079696622973
162,"brown bread,sugar,hygiene articles",3,18.531095452811513
163,"coffee,detergent,hygiene articles,photo/film",4,31.115499467640667
164,"other vegetables,yogurt",2,10.074121804666772
165,"yogurt,bottled water,dishes",3,22.29707783195989
166,"bottled water,candy",2,9.287153556791717
167,"packaged fruit/vegetables,seasonal products",2,19.495329188284664
168,"other vegetables,margarine",2,12.806314952880921
169,"herbs,yogurt",2,16.06151985930307
170,"citrus fruit,spread cheese,rolls/buns,soda",4,34.224330200135846
171,"soda,female sanitary products",2,21.537187669465084
172,"white bread,bottled water,soda,waffles",4,32.98209761732066
173,"coffee,chewing gum,chocolate marshmallow",3,27.67972612538923
174,"citrus fruit,bottled water",2,14.144208381364962
175,"frankfurter,rolls/buns",2,7.846171582643876
176,"yogurt,fruit/vegetable juice,newspapers",3,10.72197784861784
177,"root vegetables,other vegetables",2,4.606194440566682
178,"onions,fruit/vegetable juice",2,5.365497268838259
179,"rolls/buns,soda,snack products,newspapers",4,21.011597333169455
180,"butter,fruit/vegetable juice,newspapers",3,9.232952884664439
181,"fruit/vegetable juice,long life bakery product",2,3.87244622734249
182,"pip fruit,whole milk,bottled water,candy",4,19.848134146328274
183,"cling film/bags,pot plants",2,21.714970690009956
184,"chicken,pastry",2,11.665434316282088
185,"whipped/sour cream,pastry,specialty bar",3,14.74346471753699
186,"root vegetables,brown bread",2,8.928265050711463
187,"rolls/buns,soda",2,13.416923195989472
188,"coffee,long life bakery product",2,4.0825873894709
189,"pip fruit,whole milk,canned fish",3,14.355942055415822
190,"rolls/buns,spices",2,6.446845678731805
191,"beverages,pastry,bottled water",3,20.28038787871024
192,"beef,citrus fruit,other vegetables,rolls/buns",4,33.58911294239826
193,"root vegetables,whole milk,detergent",3,20.900028633575232
194,"yogurt,bottled water",2,9.723243989121245
195,"frankfurter,root vegetables,newspapers",3,6.125662947555787
196,"tropical fruit,domestic eggs,rolls/buns,pastry",4,29.900735317194354
197,"coffee,soda",2,11.70661818421411
198,"tropical fruit,other vegetables",2,17.1076340813419
199,"meat,other vegetables",2,14.575049521383939
200,"rolls/buns,pastry,newspapers",3,11.30163548559478
201,"whole milk,rolls/buns,detergent",3,23.4498623291043
202,"whole milk,domestic eggs,rolls/buns,soda",4,27.23629625548216
203,"whole milk,hard cheese,chocolate marshmallow",3,29.571208007700378
204,"curd,butter milk,yogurt,beverages",4,40.5101803436456
205,"chicken,butter,newspapers",3,12.346522949696496
206,"yogurt,pastry,coffee",3,16.12760172870427
207,"pastry,coffee",2,8.76200541337844
208,"chicken,beef,specialty chocolate",3,25.57013821544144
209,"whole milk,frozen meals,rolls/buns",3,25.05813035602643
210,"rolls/buns,canned fish",2,8.242464112634071
211,"curd,uht-milk,artif. sweetener,dental care",4,33.419678865309166
212,"beef,berries,onions,rolls/buns",4,33.46899322033511
213,"yogurt,hygiene articles,newspapers,shopping bags",4,29.642729804647193
214,"bottled water,candy",2,9.287153556791717
215,"frankfurter,beef,butter",3,23.92176438599446
216,"rolls/buns,soda,snack products,shopping bags",4,33.10317939206792
217,"whole milk,pastry,bottled water,hygiene articles",4,25.699413521188443
218,"rolls/buns,newspapers",2,5.276827707195784
219,"yogurt,specialty bar",2,8.46900183632327
220,"whipped/sour cream,specialty bar",2,8.718656939137993
221,"beverages,rolls/buns",2,16.345435073270636
222,"rolls/buns,shopping bags",2,17.368409766094253
223,"bottled water,soda",2,11.327068223030082
224,"spread cheese,rolls/buns,bottled water,newspapers",4,16.655321677568022
225,"tropical fruit,spread cheese,rolls/buns,soda",4,36.83687808456725
226,"chicken,onions,herbs,hygiene articles",4,25.701892187388495
227,"beef,tropical fruit,root vegetables,yogurt",4,38.30889795728549
228,"frankfurter,rolls/buns,mustard",3,20.14946716030138
229,"grapes,soda",2,11.130106615506282
230,"beverages,rolls/buns",2,16.345435073270636
231,"ice cream,sugar,flower (seeds)",3,21.97828668223049
232,"dessert,beverages,bottled water",3,18.045765661549066
233,"berries,other vegetables,whole milk,whipped/sour cream",4,30.650359345794705
234,"vinegar,oil",2,8.896804837520477
235,"rolls/buns,soda,specialty bar",3,14.520328716986914
236,"rolls/buns,newspapers",2,5.276827707195784
237,"onions,other vegetables,flour",3,10.227723792316707
238,"tropical fruit,whole milk,rolls/buns",3,27.636667998208857
239,"meat,rolls/buns,soda,specialty bar",4,26.38685274902991
240,"whole milk,dessert",2,12.580242320690912
241,"pet care,bottled water",2,7.229572966439624
242,"root vegetables,other vegetables,soda,shopping bags",4,26.49652210914079
243,"frozen dessert,semi-finished bread",2,14.973608826399866
244,"root vegetables,whole milk,yogurt,rolls/buns",4,22.500824672759467
245,"root vegetables,whole milk,butter,coffee",4,19.301494697030705
246,"soda,newspapers",2,9.798745609675644
247,"whole milk,chewing gum",2,20.282328990691013
248,"root vegetables,pot plants",2,16.345185087193702
249,"cream cheese,spread cheese,rolls/buns",3,19.34001468083723
250,"citrus fruit,tropical fruit,pip fruit",3,27.956593129653967
251,"citrus fruit,whole milk",2,20.57661746702264
252,"whole milk,yogurt",2,16.15565307477892
253,"berries,whole milk,whipped/sour cream,domestic eggs",4,32.97115015649336
254,"packaged fruit/vegetables,whole milk,rolls/buns,pastry",4,29.859012623234065
255,"frankfurter,soda",2,12.368089485123736
256,"other vegetables,whipped/sour cream",2,10.323776907481495
257,"beef,other vegetables",2,17.355049588073904
258,"frozen meals,misc. beverages",2,18.213180440699556
259,"packaged fruit/vegetables,pickled vegetables",2,16.342928291651333
260,"berries,frozen vegetables,pet care,instant coffee",4,30.062474734729165
261,"bottled water,soda,chewing gum,napkins",4,25.740447792929707
262,"ice cream,rolls/buns",2,13.056006477563303
263,"frankfurter,citrus fruit,tropical fruit,rolls/buns",4,34.03184088221438
264,"beef,root vegetables,whole milk,cream cheese",4,31.205915546917392
265,"sugar,hygiene articles",2,11.500499353325788
266,"berries,whipped/sour cream",2,19.15177709700067
267,"yogurt,beverages,coffee",3,22.000726376821103
268,"potato products,flower (seeds)",2,24.070604822897447
269,"chicken,other vegetables,salt",3,15.457908229811395
270,"fish,cream cheese,coffee",3,14.727299868422572
271,"other vegetables,misc. beverages",2,9.101134980221964
272,"tropical fruit,whole milk",2,23.18916535145405
273,"whole milk,cake bar,newspapers",3,19.455426061063704
274,"whole milk,rolls/buns,chocolate",3,27.812680759933997
275,"rolls/buns,soda",2,13.416923195989472
276,"citrus fruit,tropical fruit,pip fruit,other vegetables",4,30.66511861899491
277,"sliced cheese,pastry,newspapers",3,17.786345700128557
278,"root vegetables,whipped/sour cream",2,9.512920369366293
279,"packaged fruit/vegetables,pot plants",2,25.044161574595133
280,"whole milk,cream cheese",2,14.661722496958692
281,"soda,shopping bags",2,21.89032766857411
282,"frankfurter,popcorn",2,5.609754516636542
283,"frankfurter,rolls/buns",2,7.846171582643876
284,"frozen fish,newspapers",2,10.969662481025443
285,"tropical fruit,newspapers",2,15.228433652441934
286,"specialty chocolate,pot plants",2,19.730503714793347
287,"citrus fruit,napkins,shopping bags",3,27.628575165570698
288,"whole milk,pastry,detergent,candles",4,37.457210853175525
289,"other vegetables,whole milk,white bread,chewing gum",4,37.08933807716921
290,"whole milk,rolls/buns,shopping bags",3,26.158466525547343
291,"other vegetables,chewing gum",2,14.200797720578862
292,"whole milk,whipped/sour cream,baking powder",3,27.01714459895442
293,"rolls/buns,coffee",2,7.18470028173425
294,"ice cream,newspapers",2,9.437828891249474
295,"whole milk,frozen meals,newspapers",3,21.439952769712605
296,"salt,dog food,long life bakery product",3,19.10798993611143
297,"other vegetables,whole milk,yogurt",3,18.864178564119864
298,"tropical fruit,oil,cat food",3,34.096980424538515
299,"other vegetables,butter milk,frozen fish,salty snack",4,30.221224037760972
300,"artif. sweetener,soda,photo/film",3,25.472255525863307
301,"frankfurter,whole milk,coffee,detergent",4,25.138226253218008
302,"whole milk,newspapers",2,9.61938181989407
303,"domestic eggs,hygiene articles,photo/film,flower soil/fertilizer",4,25.72172622213941
304,"cream cheese,margarine,tea",3,21.499067366800716
305,"citrus fruit,onions",2,14.625001503556774
306,"other vegetables,whipped/sour cream,roll products",3,17.33951868856643
307,"onions,domestic eggs,soda,hygiene articles",4,25.364078954802427
308,"rolls/buns,long life bakery product",2,5.792892401246263
309,"ice cream,long life bakery product",2,9.953893585299953
310,"coffee,fruit/vegetable juice,dishes",3,17.83808795066912
311,"whole milk,butter,pasta,misc. beverages",4,28.028503597529987
312,"citrus fruit,berries,butter milk,yogurt",4,44.626775040060224
313,"margarine,newspapers",2,10.927114523980956
314,"butter milk,yogurt",2,21.303688653630555
315,"whole milk,rice",2,19.68496450225853
316,"whole milk,white bread",2,22.888540356590344
317,"grapes,zwieback,soda,waffles",4,23.057799527492065
318,"uht-milk,bottled water",2,14.207308468924566
319,"yogurt,margarine",2,17.46338577886581
320,"frankfurter,other vegetables,specialty cheese,chewing gum",4,25.26233353551346
321,"whole milk,pastry",2,14.814864537852088
322,"dessert,bottled water,soda",3,15.1172537842679
323,"butter,rolls/buns,salt",3,17.432830200714594
324,"soda,misc. beverages",2,15.362030040115688
325,"whole milk,frozen vegetables",2,17.536804100770052
326,"bottled water,soda",2,11.327068223030082
327,"bottled water,soda,chewing gum",3,22.819340454268
328,"frankfurter,turkey,citrus fruit",3,22.67862947913067
329,"ice cream,coffee,waffles",3,18.902247262941266
330,"uht-milk,vinegar,waffles,chocolate",4,35.68091294488393
331,"popcorn,candy",2,9.140591463743775
332,"soda,candy",2,15.898926432230969
333,"uht-milk,instant coffee",2,16.756937217037027
334,"whole milk,soda,misc. beverages,shopping bags",4,37.072993918908224
335,"cat food,dish cleaner,shopping bags",3,32.26026193688068
336,"root vegetables,skin care",2,13.396202133836287
337,"finished products,other vegetables,soda,fruit/vegetable juice",4,26.37408569513027
338,"other vegetables,yogurt,oil,dental care",4,24.669063073587928
339,"other vegetables,nut snack",2,4.514219470587747
340,"yogurt,newspapers",2,8.194921375766807
341,"other vegetables,sugar",2,5.68212353312579
342,"dessert,white bread",2,17.88866915837507
343,"citrus fruit,tropical fruit,pip fruit,long life bakery product",4,29.301982884145424
344,"turkey,whole milk,uht-milk,fruit/vegetable juice",4,30.660173863105328
345,"grapes,chocolate,light bulbs",3,29.61015198238612
346,"bottled water,pot plants",2,16.805163809763375
347,"prosecco,hygiene articles,pot plants",3,27.329531886671933
348,"uht-milk,soda,dish cleaner,napkins",4,30.578891506674317
349,"tropical fruit,pasta,bottled water",3,23.726022261619818
350,"yogurt,uht-milk,rolls/buns",3,23.662759757209788
351,"rolls/buns,coffee",2,7.18470028173425
352,"whole milk,brown bread",2,15.820652858938816
353,"brown bread,chocolate",2,21.60571745321182
354,"other vegetables,yogurt,cream cheese",3,15.945787542172372
355,"citrus fruit,cake bar,baby cosmetics,shopping bags",4,47.49318190679367
356,"root vegetables,whole milk,yogurt,frozen potato products",4,25.20760077131059
357,"domestic eggs,seasonal products,shopping bags",3,26.848907169036533
358,"domestic eggs,specialty bar,seasonal products,shopping bags",4,27.952312690033974
359,"bottled water,soda",2,11.327068223030082
360,"tropical fruit,sliced cheese,domestic eggs,zwieback",4,34.73178486816159
361,"frozen potato products,pot plants",2,21.60179488127389
362,"frankfurter,other vegetables,zwieback",3,10.47834154006247
363,"frozen potato products,bottled water,soda",3,18.481346968336013
364,"tropical fruit,dessert,sweet spreads,fruit/vegetable juice",4,34.63059234255337
365,"rolls/buns,brown bread",2,11.47809874624053
366,"citrus fruit,tropical fruit,whole milk,coffee",4,37.71292369400304
367,"yogurt,softener",2,9.090038971854222
368,"soda,softener",2,10.693863205763058
369,"oil,dental care,newspapers",3,15.424266329362133
370,"whipped/sour cream,beverages,fruit/vegetable juice,chocolate",4,36.615361671233515
371,"whole milk,frozen vegetables,specialty chocolate",3,22.81979167959544
372,"coffee,shopping bags",2,15.658104754318888
373,"rolls/buns,waffles",2,12.004048443908133
374,"citrus fruit,yogurt,brown bread,pasta",4,33.15201911820455
375,"cream cheese,rolls/buns",2,10.319168384260404
376,"chicken,whipped/sour cream,coffee,shopping bags",4,28.91398271034253
377,"grapes,root vegetables",2,4.058355017497355
378,"root vegetables,other vegetables,yogurt",3,11.971790755892512
379,"oil,dish cleaner,newspapers",3,14.86524772273489
380,"onions,vinegar,pet care,specialty bar",4,10.513356608504235
381,"dessert,dishes",2,16.364019404076462
382,"chewing gum,napkins,dishes",3,26.98721341273827
383,"beverages,pastry,long life bakery product,chocolate marshmallow",4,32.718386218578146
384,"cat food,soda",2,21.470072543127106
385,"whole milk,beverages,pastry,soda",4,35.68221751360258
386,"soda,fruit/vegetable juice",2,11.496477022085699
387,"beverages,bottled water,misc. beverages",3,20.648189591192267
388,"whole milk,yogurt,chocolate",3,30.73077442850502
389,"whole milk,brown bread",2,15.820652858938816
390,"citrus fruit,frozen potato products",2,18.940839452875476
391,"ice cream,salty snack,waffles",3,19.59931841749266
392,"root vegetables,fruit/vegetable juice,long life bakery product,pot plants",4,20.21763131453619
393,"other vegetables,chocolate",2,17.28364684306704
394,"whole milk,white bread,pastry",3,28.91334813498934
395,"zwieback,oil,mustard,chocolate",4,38.446783884861176
396,"butter,yogurt,dog food",3,23.89601164573087
397,"chicken,tropical fruit,candy,shopping bags",4,39.89014813221979
398,"other vegetables,cream cheese,coffee,dishes",4,23.891222704664628
399,"chicken,whole milk",2,14.430683297336184
400,"yogurt,chocolate",2,21.940717669051928
401,"frozen meals,pet care,soda",3,25.66191679169741
402,"canned fruit,meat spreads,bottled water",3,21.03167342027214
403,"butter,waffles,chocolate",3,28.00823850225185
404,"meat,yogurt",2,19.232120347368827
405,"root vegetables,butter,frozen vegetables,salty snack",4,19.955256433445967
406,"yogurt,sugar,instant coffee",3,15.246470781018555
407,"yogurt,rolls/buns,pastry,soda",4,26.807327289714298
408,"dessert,misc. beverages",2,10.182795052118841
409,"curd,jam,shopping bags",3,27.061868526707915
410,"herbs,pot plants",2,23.143439679945196
411,"whole milk,sugar,pudding powder",3,26.31671227477994
412,"cream cheese,dishes",2,18.44549958034424
413,"frozen fruits,detergent",2,20.93720091297826
414,"whole milk,soda",2,17.759477308687757
415,"whole milk,yogurt",2,16.15565307477892
416,"chicken,whole milk",2,14.430683297336184
417,"whole milk,shopping bags",2,21.710963878792537
418,"root vegetables,coffee,detergent",3,14.847169509101583
419,"oil,female sanitary products,cling film/bags",3,27.03244151291753
420,"uht-milk,coffee",2,14.586858430108594
421,"butter milk,shopping bags",2,26.85899945764417
422,"brown bread,specialty chocolate,shopping bags",3,25.234490797650555
423,"beverages,soda,chocolate",3,35.442474329476596
424,"rolls/buns,bottled water",2,6.805150320550221
425,"hard cheese,rolls/buns,soda,shopping bags",4,33.66872530440434
426,"tropical fruit,frozen vegetables",2,23.145855933317918
427,"whipped/sour cream,salty snack",2,11.049520207671392
428,"citrus fruit,whole milk,butter milk,whipped/sour cream",4,42.129961223467916
429,"soda,fruit/vegetable juice",2,11.496477022085699
430,"tropical fruit,whole milk",2,23.18916535145405
431,"dessert,fruit/vegetable juice,newspapers",3,7.146567094529829
432,"whole milk,rolls/buns",2,13.237559406207899
433,"rolls/buns,soda",2,13.416923195989472
434,"fish,dessert,yogurt,cling film/bags",4,24.541672926543175
435,"other vegetables,oil,margarine,dishes",4,32.57736863436468
436,"tropical fruit,other vegetables,waffles,napkins",4,27.58528721715693
437,"citrus fruit,coffee",2,14.523758342548991
438,"beef,other vegetables,margarine,candles",4,39.882882444040916
439,"rolls/buns,soda,waffles,shopping bags",4,33.89437611248224
440,"whole milk,beverages,bottled water,newspapers",4,23.874961920205315
441,"root vegetables,brown bread,pot plants",3,23.375781186679426
442,"onions,shopping bags",2,15.759347915326671
443,"napkins,dishes",2,15.494941181500348
444,"other vegetables,rolls/buns",2,7.156028136095748
445,"frankfurter,whole milk",2,12.188725695342162
446,"whipped/sour cream,flower (seeds)",2,18.011436225777697
447,"frozen vegetables,brown bread",2,15.777343440802683
448,"onions,yogurt,oil",3,17.401256949958174
449,"frankfurter,brown bread,sugar",3,13.402863079159642
450,"rolls/buns,canned fish,soda",3,17.211884661868737
451,"condensed milk,coffee,napkins",3,16.062514795656742
452,"whole milk,frozen vegetables,fruit/vegetable juice,long life bakery product",4,21.40925032811254
453,"pip fruit,yogurt,sliced cheese",3,20.06873300669788
454,"pip fruit,other vegetables",2,4.479449319424406
455,"other vegetables,whipped/sour cream,condensed milk,salt",4,27.836742932084448
456,"pastry,long life bakery product,shopping bags",3,20.291104652229897
457,"citrus fruit,tropical fruit,coffee",3,28.922866934549948
458,"tropical fruit,bottled water,chewing gum",3,28.249028497034292
459,"herbs,oil,dog food",3,26.546987361654967
460,"yogurt,chocolate",2,21.940717669051928
461,"frankfurter,frozen meals,semi-finished bread,shopping bags",4,31.20335235766591
462,"yogurt,shopping bags",2,20.286503434665274
463,"frozen vegetables,coffee",2,11.483944976296403
464,"pastry,soda",2,14.994228327633662
465,"curd,bottled water,photo/film",3,19.305304537518513
466,"yogurt,bottled water,male cosmetics",3,14.480353476738157
467,"coffee,chocolate",2,17.31231898870554
468,"sauces,softener",2,6.660813706712853
469,"napkins,dishes",2,15.494941181500348
470,"other vegetables,rolls/buns,canned fish",3,10.950989601975014
471,"chicken,citrus fruit,onions,bottled water",4,22.62327571523528
472,"whole milk,rolls/buns",2,13.237559406207899
473,"rolls/buns,margarine",2,14.545292110294785
474,"tropical fruit,soft cheese,rolls/buns,chocolate",4,43.34450831502675
475,"tropical fruit,pip fruit,brown bread",3,23.200628521570145
476,"meat,rolls/buns,specialty chocolate",3,21.59701425762319
477,"whole milk,coffee,female sanitary products,shopping bags",4,37.01592863400239
478,"misc. beverages,chocolate",2,20.967730844607118
479,"pastry,long life bakery product",2,7.370197532890453
480,"soda,fruit/vegetable juice",2,11.496477022085699
481,"domestic eggs,long life bakery product,seasonal products",3,15.273389804188545
482,"yogurt,uht-milk,domestic eggs,rolls/buns",4,28.69207605724938
483,"citrus fruit,other vegetables,whole milk",3,23.285142956363583
484,"whole milk,rolls/buns",2,13.237559406207899
485,"tropical fruit,newspapers",2,15.228433652441934
486,"rolls/buns,margarine,newspapers",3,15.374617170735762
487,"whole milk,dessert",2,12.580242320690912
488,"yogurt,rolls/buns",2,11.813098962080637
489,"frankfurter,pip fruit,other vegetables,whole milk",4,16.668175014766568
490,"whole milk,rolls/buns",2,13.237559406207899
491,"whole milk,frozen vegetables",2,17.536804100770052
492,"whole milk,yogurt,white bread,newspapers",4,31.08346173235715
493,"domestic eggs,rolls/buns,soda",3,18.44623949602907
494,"soda,waffles",2,16.525966346387992
495,"butter milk,coffee",2,16.67528997328417
496,"cream cheese,soda",2,14.841086286740264
497,"frankfurter,pip fruit,rolls/buns,bottled water",4,11.974743086522757
